policy,schd_time,sensors,start_soc,end_soc,exed,exe_time,priority,info
ES-Adap,2017-06-17 15:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",150.26308711110516,0.2630871111051647,True,2017-06-18 11:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-18T11:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-18T11:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-18T11:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-18T11:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-18 12:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",193.0984704444385,43.098470444438505,True,2017-06-18 14:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-18T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-18T14:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-18T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-18T14:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-18 15:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",169.10411988888296,19.104119888882963,True,2017-06-18 16:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-18T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-18T16:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-18T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-18T16:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-18 17:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",203.3410101111052,53.34101011110522,True,2017-06-19 11:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-19T11:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-19T11:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-19T11:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-19T11:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-19 12:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",193.6720601111052,43.672060111105225,True,2017-06-19 14:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-19T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-19T14:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-19T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-19T14:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-19 15:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",187.2335045555497,37.2335045555497,True,2017-06-19 16:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-19T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-19T16:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-19T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-19T16:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-19 17:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",183.8012857222164,33.80128572221636,True,2017-06-20 10:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-20T10:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-20T10:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-20T10:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-20T10:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-20 11:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",191.9987801666608,41.99878016666082,True,2017-06-20 12:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-20T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-20T12:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-20T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-20T12:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-20 13:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",223.717691277772,73.71769127777196,True,2017-06-20 14:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-20T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-20T14:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-20T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-20T14:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-20 15:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",152.26768016666085,2.2676801666608526,True,2017-06-20 15:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-20T15:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-20T15:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-20T15:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-20T15:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-20 16:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",208.03018238888308,58.03018238888308,True,2017-06-21 10:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-21T10:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-21T10:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-21T10:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-21T10:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-21 11:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",245.41784349999423,95.41784349999426,True,2017-06-21 12:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-21T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-21T12:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-21T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-21T12:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-21 13:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",192.79444905554985,42.79444905554982,True,2017-06-21 13:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-21T13:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-21T13:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-21T13:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-21T13:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-21 14:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",153.0015368333276,3.001536833327606,True,2017-06-21 15:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-21T15:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-21T15:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-21T15:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-21T15:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-21 16:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",222.81480416666105,72.81480416666105,True,2017-06-22 12:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-22T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-22T12:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-22T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-22T12:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-22 13:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",190.2725986111055,40.27259861110551,True,2017-06-22 14:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-22T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-22T14:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-22T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-22T14:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-22 15:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",202.61546188888343,52.61546188888343,True,2017-06-23 10:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-23T10:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-23T10:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-23T10:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-23T10:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-23 11:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",230.23797299999453,80.23797299999455,True,2017-06-23 12:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-23T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-23T12:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-23T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-23T12:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-23 13:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",171.31226188888348,21.312261888883484,True,2017-06-23 13:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-23T13:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-23T13:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-23T13:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-23T13:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-23 14:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",191.1904729999946,41.1904729999946,True,2017-06-23 15:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
ES-Adap,2017-06-23 16:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",,,False,,,[]
DynaES,2017-06-12 00:00:00,['tm1'],1997.2222222222222,1947.2222222222222,True,2017-06-12 01:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T01:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': -277.0, 'priority': 138.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': -277.0, 'priority': 277.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': -277.0, 'priority': 138.5}}",[]
DynaES,2017-06-12 03:00:00,"['ec1', 'ph1']",1941.6666666666665,1851.6666666666665,True,2017-06-12 03:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T01:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T03:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T03:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-23T15:00:00', 'time_gap': -275.0, 'priority': 137.5}}",[]
DynaES,2017-06-12 04:00:00,['orp1'],1848.8888888888887,1778.8888888888887,True,2017-06-12 04:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T01:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T03:00:00', 'time_gap': 2.0, 'priority': 1.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T03:00:00', 'time_gap': 2.0, 'priority': 2.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T04:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-12 05:00:00,['tm1'],1776.1664406111108,1726.1664406111108,True,2017-06-12 05:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T05:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T03:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T03:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T04:00:00', 'time_gap': 2.0, 'priority': 1.0}}",[]
DynaES,2017-06-12 08:00:00,"['tm1', 'ec1', 'ph1']",1765.6083589444438,1655.6083589444438,True,2017-06-12 08:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T08:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T08:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T08:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T04:00:00', 'time_gap': 5.0, 'priority': 2.5}}",[]
DynaES,2017-06-12 11:00:00,"['tm1', 'orp1']",1880.5025589444438,1790.5025589444438,True,2017-06-12 11:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T11:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T08:00:00', 'time_gap': 4.0, 'priority': 2.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T08:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T11:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-12 13:00:00,"['ec1', 'ph1']",1984.4091533888882,1894.4091533888882,True,2017-06-12 13:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T11:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T13:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T13:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T11:00:00', 'time_gap': 3.0, 'priority': 1.5}}",[]
DynaES,2017-06-12 14:00:00,['tm1'],1981.8682256111103,1931.8682256111103,True,2017-06-12 14:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T13:00:00', 'time_gap': 2.0, 'priority': 1.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T13:00:00', 'time_gap': 2.0, 'priority': 2.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T11:00:00', 'time_gap': 4.0, 'priority': 2.0}}",[]
DynaES,2017-06-12 17:00:00,"['tm1', 'ec1', 'ph1', 'orp1']",1997.2222222222222,1847.2222222222222,True,2017-06-12 17:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-12 19:00:00,['tm1'],1855.2098051666665,1805.2098051666665,True,2017-06-12 19:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T19:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 3.0, 'priority': 1.5}}",[]
DynaES,2017-06-12 22:00:00,"['ec1', 'ph1']",1797.067646333333,1707.067646333333,True,2017-06-12 22:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T19:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T22:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T22:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 6.0, 'priority': 3.0}}",[]
DynaES,2017-06-12 23:00:00,['tm1'],1704.2898685555551,1654.2898685555551,True,2017-06-12 23:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T23:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T22:00:00', 'time_gap': 2.0, 'priority': 1.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T22:00:00', 'time_gap': 2.0, 'priority': 2.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-12T17:00:00', 'time_gap': 7.0, 'priority': 3.5}}",[]
DynaES,2017-06-13 02:00:00,['orp1'],1645.9565352222216,1575.9565352222216,True,2017-06-13 02:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-12T23:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-12T22:00:00', 'time_gap': 5.0, 'priority': 2.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-12T22:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T02:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-13 05:00:00,"['tm1', 'ec1', 'ph1']",1567.6863138888882,1457.6863138888882,True,2017-06-13 05:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T05:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T05:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T05:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T02:00:00', 'time_gap': 4.0, 'priority': 2.0}}",[]
DynaES,2017-06-13 08:00:00,"['tm1', 'orp1']",1495.1416405555547,1405.1416405555547,True,2017-06-13 08:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T08:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T05:00:00', 'time_gap': 4.0, 'priority': 2.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T05:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T08:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-13 10:00:00,"['ec1', 'ph1']",1538.187684999999,1448.187684999999,True,2017-06-13 10:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T08:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T10:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T10:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T08:00:00', 'time_gap': 3.0, 'priority': 1.5}}",[]
DynaES,2017-06-13 12:00:00,['tm1'],1609.8564294444434,1559.8564294444434,True,2017-06-13 12:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T10:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T10:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T08:00:00', 'time_gap': 5.0, 'priority': 2.5}}",[]
DynaES,2017-06-13 16:00:00,"['ec1', 'ph1', 'orp1']",1777.8573349999988,1647.8573349999988,True,2017-06-13 16:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T12:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
